Todos os Resultados da Mega Sena na ordem do sorteio | Rede Loteria,,,,,,,,,,
Conc.,Data,,,,,,,Gan.,Prêmio,Apostas
446,19/03/2003,11,20,08,47,12,17,2,"1,767,117.91",
445,15/03/2003,31,50,07,53,32,20,0,,
444,12/03/2003,48,52,57,24,03,33,0,,
443,08/03/2003,11,36,17,26,52,48,0,,
442,01/03/2003,15,31,23,06,59,37,1,"19,946,601.01",
441,26/02/2003,02,15,58,10,59,21,0,,
440,22/02/2003,46,23,30,47,05,03,0,,
439,19/02/2003,42,13,20,29,43,57,0,,
438,15/02/2003,38,48,14,03,11,05,0,,
437,12/02/2003,54,10,59,44,30,07,0,,
436,08/02/2003,01,06,57,29,48,07,0,,
435,05/02/2003,37,11,17,31,43,10,0,,
434,01/02/2003,24,17,04,54,30,10,0,,
433,29/01/2003,36,17,28,16,54,30,0,,
432,25/01/2003,50,17,13,27,04,39,0,,
431,22/01/2003,58,26,40,37,47,52,0,,
430,18/01/2003,50,21,10,25,38,08,1,"14,410,708.81",
429,15/01/2003,55,32,17,36,26,43,0,,
428,11/01/2003,60,08,32,28,46,30,0,,
427,08/01/2003,51,13,43,24,03,14,0,,
426,04/01/2003,07,32,54,50,30,37,0,,
425,28/12/2002,06,16,10,34,47,42,1,"18,979,599.19",
424,21/12/2002,29,36,27,18,59,46,0,,
423,18/12/2002,08,22,33,40,32,53,0,,
422,14/12/2002,60,12,56,37,55,43,0,,
421,11/12/2002,38,45,35,37,05,51,0,,
420,07/12/2002,43,12,59,30,57,29,0,,
419,04/12/2002,41,42,52,53,16,09,0,,
418,30/11/2002,45,08,32,49,15,52,2,"1,558,712.24",
417,27/11/2002,25,07,12,21,42,34,0,,
416,23/11/2002,13,01,23,56,54,33,0,,
415,20/11/2002,38,44,04,01,27,42,0,,
414,16/11/2002,35,26,58,52,45,16,1,"17,428,452.98",
413,13/11/2002,35,53,29,33,02,04,0,,
412,09/11/2002,45,05,14,21,59,12,0,,
411,06/11/2002,10,56,12,31,45,38,0,,
410,02/11/2002,31,55,36,24,08,38,0,,
409,30/10/2002,26,49,25,18,31,34,0,,
408,26/10/2002,49,44,33,28,56,14,1,"18,948,827.67",
407,23/10/2002,49,02,18,51,22,57,0,,
406,19/10/2002,47,32,48,12,38,02,0,,
405,16/10/2002,57,60,34,24,29,47,0,,
404,12/10/2002,24,38,58,01,40,28,0,,
403,09/10/2002,46,31,07,16,60,27,0,,
402,05/10/2002,27,43,58,05,16,56,0,,
401,02/10/2002,50,18,44,53,11,43,0,,
400,28/09/2002,29,59,13,10,54,28,0,,
399,25/09/2002,59,55,16,27,47,11,0,,
398,21/09/2002,28,07,16,37,36,22,1,"2,221,289.77",
397,18/09/2002,32,24,02,05,01,46,0,,
396,14/09/2002,47,18,06,45,34,42,0,,
395,11/09/2002,11,58,31,14,10,20,1,"1,843,709.96",
394,07/09/2002,15,49,42,05,45,35,0,,
393,04/09/2002,12,50,36,06,35,40,0,,
392,31/08/2002,49,47,39,31,15,23,1,"1,410,917.29",
391,28/08/2002,07,15,35,16,40,04,0,,
390,24/08/2002,07,22,34,12,38,53,1,"17,611,429.97",
389,21/08/2002,46,14,54,18,43,05,0,,
388,17/08/2002,52,48,53,58,23,36,0,,
387,14/08/2002,29,28,48,47,43,22,0,,
386,10/08/2002,39,54,43,36,17,35,0,,
385,07/08/2002,22,12,24,18,05,16,2,"12,952,192.89",
384,03/08/2002,28,50,47,24,40,52,0,,
383,31/07/2002,48,22,53,56,50,14,0,,
382,27/07/2002,54,38,53,31,37,34,0,,
381,24/07/2002,09,56,46,28,10,55,0,,
380,20/07/2002,47,22,13,30,31,57,0,,
379,17/07/2002,41,55,24,59,33,40,0,,
378,13/07/2002,55,45,48,41,05,38,0,,
377,10/07/2002,46,19,03,45,12,27,0,,
376,06/07/2002,25,13,10,43,35,48,0,,
375,03/07/2002,51,09,42,05,58,01,0,,
374,29/06/2002,54,02,26,05,44,16,0,,
373,26/06/2002,31,33,24,10,05,01,0,,
372,22/06/2002,24,17,46,57,16,39,2,"4,792,658.35",
371,19/06/2002,23,33,39,04,60,18,0,,
370,15/06/2002,51,42,04,54,01,40,0,,
369,12/06/2002,21,42,01,60,35,14,1,"1,221,738.07",
368,08/06/2002,13,50,38,32,44,29,0,,
367,05/06/2002,52,49,27,33,12,10,1,"1,150,498.02",
366,01/06/2002,06,04,51,07,21,15,0,,
365,29/05/2002,52,19,34,37,58,23,1,"462,752.26",
364,25/05/2002,59,44,29,05,51,57,1,"1,307,293.04",
363,22/05/2002,39,54,29,49,47,19,0,,
362,18/05/2002,37,20,33,46,07,56,1,"18,399,160.53",
361,15/05/2002,41,28,45,31,16,59,0,,
360,11/05/2002,47,24,29,55,53,23,0,,
359,08/05/2002,31,54,20,29,13,19,0,,
358,04/05/2002,40,42,32,12,21,17,0,,
357,27/04/2002,45,53,32,02,30,35,0,,
356,24/04/2002,54,19,05,58,56,21,0,,
355,20/04/2002,02,37,22,60,14,23,0,,
354,17/04/2002,40,52,38,16,07,41,1,"18,680,098.10",
353,13/04/2002,60,46,30,55,23,19,0,,
352,10/04/2002,49,07,47,25,20,44,0,,
351,06/04/2002,15,16,59,60,24,41,0,,
350,03/04/2002,23,30,43,10,15,57,0,,
349,30/03/2002,09,38,32,08,54,28,0,,
348,27/03/2002,39,40,33,52,19,30,0,,
347,23/03/2002,26,10,52,01,12,48,0,,
346,20/03/2002,56,07,46,60,41,12,0,,
345,16/03/2002,56,11,58,46,51,22,1,"1,447,870.53",
344,13/03/2002,33,36,12,35,10,14,0,,
343,09/03/2002,04,06,07,24,12,41,2,"9,937,283.03",
342,06/03/2002,29,49,54,51,16,34,0,,
341,02/03/2002,56,23,22,43,16,05,0,,
340,27/02/2002,10,60,42,09,33,12,0,,
339,23/02/2002,13,16,12,05,27,50,0,,
338,20/02/2002,48,46,09,01,36,04,0,,
337,16/02/2002,31,52,14,54,16,04,0,,
336,09/02/2002,02,18,54,22,30,26,0,,
335,06/02/2002,43,33,57,23,59,07,0,,
334,02/02/2002,41,26,51,14,24,23,2,"8,729,392.91",
333,30/01/2002,35,27,53,44,52,04,0,,
332,26/01/2002,28,23,42,29,44,34,0,,
331,23/01/2002,27,01,35,20,37,13,0,,
330,19/01/2002,02,04,23,37,14,51,0,,
329,16/01/2002,24,11,40,12,35,10,0,,
328,12/01/2002,51,05,23,07,14,21,1,"2,721,357.01",
327,09/01/2002,46,38,29,33,32,48,0,,
326,05/01/2002,52,23,40,51,44,21,0,,
325,29/12/2001,04,23,03,01,21,53,2,"8,743,877.80",
324,22/12/2001,22,08,30,15,47,25,0,,
323,19/12/2001,31,49,54,33,26,40,0,,
322,15/12/2001,18,11,29,44,47,56,0,,
321,12/12/2001,11,31,32,48,49,04,0,,
320,08/12/2001,20,53,47,50,22,27,0,,
319,05/12/2001,12,16,23,17,19,48,0,,
318,01/12/2001,19,53,40,03,31,20,1,"2,227,008.03",
317,28/11/2001,27,20,48,16,30,35,0,,
316,24/11/2001,28,51,56,06,24,43,0,,
315,21/11/2001,50,21,43,12,28,22,1,"13,675,105.67",
314,17/11/2001,05,32,40,58,37,34,0,,
313,14/11/2001,14,38,53,24,16,37,0,,
312,10/11/2001,14,30,50,41,47,23,0,,
311,07/11/2001,32,22,24,41,30,38,0,,
310,03/11/2001,28,14,29,02,31,32,0,,
309,31/10/2001,39,50,25,55,11,04,1,"442,899.06",
308,27/10/2001,55,25,04,11,29,39,1,"4,138,172.99",
307,24/10/2001,26,17,13,41,16,44,0,,
306,20/10/2001,30,19,57,41,56,47,0,,
305,17/10/2001,11,05,27,60,38,53,0,,
304,13/10/2001,42,07,11,34,59,41,0,,
303,10/10/2001,07,13,30,37,47,17,1,"12,257,748.27",
302,06/10/2001,25,40,12,60,30,41,0,,
301,03/10/2001,58,26,49,57,48,09,0,,
300,29/09/2001,27,57,41,38,28,24,0,,
299,26/09/2001,07,05,02,53,33,49,0,,
298,22/09/2001,22,34,24,23,05,60,1,"2,994,572.21",
297,19/09/2001,20,28,41,01,33,36,0,,
296,15/09/2001,20,51,42,03,52,46,0,,
295,12/09/2001,24,44,07,31,12,50,0,,
294,08/09/2001,28,45,41,22,57,25,2,"7,696,680.33",
293,05/09/2001,06,12,35,05,28,07,0,,
292,01/09/2001,24,34,53,45,23,13,0,,
291,29/08/2001,22,16,05,41,18,17,0,,
290,25/08/2001,57,30,07,25,40,26,0,,
289,22/08/2001,36,06,30,20,07,25,0,,
288,18/08/2001,50,09,18,11,06,17,0,,
287,15/08/2001,60,47,03,33,25,13,1,"1,931,474.80",
286,11/08/2001,44,37,56,29,47,35,0,,
285,08/08/2001,50,56,41,12,32,37,0,,
284,04/08/2001,08,36,14,32,30,07,1,"901,884.48",
283,01/08/2001,48,34,28,54,25,42,1,"367,173.22",
282,28/07/2001,33,24,36,09,14,23,1,"958,878.82",
281,21/07/2001,11,05,47,31,53,38,1,"22,414,093.50",
280,14/07/2001,05,16,30,25,58,20,0,,
279,07/07/2001,31,59,04,58,23,47,0,,
278,30/06/2001,22,10,18,55,15,31,0,,
277,23/06/2001,40,26,38,04,56,52,0,,
276,16/06/2001,53,59,39,45,22,57,0,,
275,09/06/2001,16,30,19,38,48,37,0,,
274,02/06/2001,11,39,47,18,13,26,0,,
273,26/05/2001,47,52,10,27,23,17,1,"3,456,480.23",
272,19/05/2001,36,58,09,10,56,24,0,,
271,12/05/2001,14,31,54,29,26,24,0,,
270,05/05/2001,45,27,35,40,05,09,1,"25,186,260.21",
269,28/04/2001,19,18,52,25,17,49,0,,
268,21/04/2001,21,10,47,06,05,33,0,,
267,14/04/2001,58,01,45,55,08,46,0,,
266,07/04/2001,38,54,48,23,02,46,0,,
265,31/03/2001,07,50,53,16,41,34,0,,
264,24/03/2001,05,25,31,13,01,33,2,"16,055,880.73",
263,17/03/2001,08,50,26,09,53,43,0,,
262,10/03/2001,53,60,48,20,58,11,0,,
261,03/03/2001,05,54,20,56,30,16,0,,
260,24/02/2001,43,04,60,59,06,33,0,,
259,17/02/2001,20,43,33,13,15,58,0,,
258,10/02/2001,12,60,54,07,55,50,0,,
257,03/02/2001,28,05,01,34,04,19,1,"6,808,483.96",
256,27/01/2001,21,52,34,26,02,32,0,,
255,20/01/2001,32,44,55,19,20,16,0,,
254,13/01/2001,04,30,56,21,22,01,0,,
253,06/01/2001,12,11,56,44,24,37,0,,
252,30/12/2000,17,54,04,51,32,26,2,"15,107,002.24",
251,23/12/2000,34,15,23,55,49,30,0,,
250,16/12/2000,55,25,41,42,43,07,0,,
249,09/12/2000,21,55,54,40,36,49,0,,
248,02/12/2000,56,16,34,41,35,32,0,,
247,25/11/2000,34,03,30,10,23,46,0,,
246,18/11/2000,02,57,32,43,16,37,0,,
245,11/11/2000,44,51,27,53,08,60,3,"9,153,484.88",
244,04/11/2000,19,60,50,24,47,33,0,,
243,28/10/2000,20,47,23,32,16,11,0,,
242,21/10/2000,22,07,04,21,28,56,0,,
241,14/10/2000,11,57,40,35,56,31,0,,
240,07/10/2000,59,28,25,41,57,38,0,,
239,30/09/2000,33,21,44,46,47,06,1,"866,183.32",
238,23/09/2000,15,09,41,13,37,42,4,"1,429,476.11",
237,16/09/2000,36,07,45,31,56,57,0,,
236,09/09/2000,10,52,50,57,25,60,0,,
235,02/09/2000,29,41,55,02,31,22,0,,
234,26/08/2000,15,45,54,25,42,41,0,,
233,19/08/2000,45,03,24,36,07,32,5,"3,196,547.03",
232,12/08/2000,29,19,41,22,37,59,0,,
231,05/08/2000,16,59,27,42,44,36,0,,
230,29/07/2000,56,44,41,40,08,53,0,,
229,22/07/2000,39,45,11,21,33,13,1,"2,992,781.57",
228,15/07/2000,16,40,45,59,43,13,0,,
227,08/07/2000,37,26,27,42,11,48,0,,
226,01/07/2000,02,50,59,38,49,01,1,"6,916,920.13",
225,24/06/2000,21,16,04,37,02,58,0,,
224,17/06/2000,20,16,18,07,44,21,0,,
223,10/06/2000,28,24,22,02,58,06,0,,
222,03/06/2000,05,48,30,55,52,19,0,,
221,27/05/2000,54,13,58,43,50,27,0,,
220,20/05/2000,36,53,55,13,60,14,1,"12,636,751.12",
219,13/05/2000,26,23,49,28,42,36,0,,
218,06/05/2000,54,40,42,17,47,12,1,"1,878,255.09",
217,29/04/2000,27,32,03,51,49,45,0,,
216,22/04/2000,35,42,59,18,30,14,4,"801,057.55",
215,15/04/2000,07,58,28,53,37,46,0,,
214,08/04/2000,30,12,06,50,35,31,0,,
213,01/04/2000,03,30,09,35,23,32,3,"7,089,194.54",
212,25/03/2000,29,57,15,45,59,06,0,,
211,18/03/2000,10,20,40,45,50,33,0,,
210,11/03/2000,37,58,20,38,48,32,0,,
209,04/03/2000,13,52,32,41,21,26,0,,
208,26/02/2000,23,15,57,24,47,25,0,,
207,19/02/2000,19,07,03,55,24,53,0,,
206,12/02/2000,20,26,56,18,34,51,0,,
205,05/02/2000,26,32,54,43,46,40,1,"4,490,339.49",
204,29/01/2000,31,41,51,39,58,29,0,,
203,22/01/2000,11,55,44,19,29,47,0,,
202,15/01/2000,49,53,44,12,24,45,0,,
201,08/01/2000,55,22,05,30,35,20,1,"1,038,373.94",
200,31/12/1999,12,15,44,34,51,19,2,"8,829,389.20",
199,24/12/1999,52,37,57,16,10,50,1,"4,915,593.20",
198,18/12/1999,40,23,01,18,35,08,0,,
197,11/12/1999,19,52,29,15,12,05,0,,
196,04/12/1999,32,17,09,14,24,07,0,,
195,27/11/1999,17,03,44,37,09,32,1,"6,370,250.64",
194,20/11/1999,32,42,43,25,28,33,0,,
193,13/11/1999,12,04,11,49,43,19,0,,
192,06/11/1999,01,60,26,41,28,54,0,,
191,31/10/1999,58,05,41,03,01,23,1,"50,968,412.58",
190,24/10/1999,32,40,42,21,10,05,0,,
189,16/10/1999,41,53,38,04,31,15,0,,
188,10/10/1999,34,42,43,46,27,17,1,"64,905,517.65",
187,02/10/1999,06,44,58,41,36,48,0,,
186,25/09/1999,24,26,51,25,14,23,0,,
185,18/09/1999,59,17,22,46,43,55,0,,
184,11/09/1999,09,60,21,16,41,34,0,,
183,04/09/1999,16,11,07,40,44,02,0,,
182,28/08/1999,46,60,05,10,28,03,0,,
181,21/08/1999,33,01,55,35,51,27,0,,
180,14/08/1999,39,06,29,60,51,23,0,,
179,07/08/1999,06,53,05,26,27,23,0,,
178,31/07/1999,05,27,19,26,15,33,1,"6,129,539.43",
177,24/07/1999,35,22,39,41,59,38,0,,
176,17/07/1999,28,04,01,45,53,03,0,,
175,10/07/1999,10,20,13,01,42,50,0,,
174,03/07/1999,11,52,22,23,36,59,0,,
173,26/06/1999,29,28,49,17,42,50,1,"2,148,316.42",
172,19/06/1999,49,36,14,26,35,10,0,,
171,12/06/1999,54,27,04,43,40,46,1,"16,052,410.83",
170,05/06/1999,07,51,55,41,58,46,0,,
169,29/05/1999,52,51,37,13,21,01,0,,
168,22/05/1999,45,02,35,09,50,31,0,,
167,15/05/1999,01,38,48,28,11,33,1,"2,100,980.21",
166,08/05/1999,60,57,59,13,12,22,0,,
165,01/05/1999,39,56,19,23,10,35,2,"1,044,444.54",
164,24/04/1999,04,19,14,10,44,28,0,,
163,17/04/1999,41,56,27,36,53,08,2,"8,975,833.36",
162,10/04/1999,23,33,51,38,48,21,0,,
161,03/04/1999,25,37,30,39,06,41,0,,
160,27/03/1999,13,42,52,58,02,54,0,,
159,20/03/1999,16,09,50,58,11,35,1,"2,038,170.67",
158,13/03/1999,58,43,51,14,17,04,0,,
157,06/03/1999,17,13,04,44,41,21,1,"2,140,030.92",
156,27/02/1999,52,23,42,17,55,49,0,,
155,20/02/1999,12,32,44,43,35,30,1,"4,988,808.21",
154,13/02/1999,08,10,24,33,45,48,0,,
153,06/02/1999,47,02,31,42,45,30,0,,
152,30/01/1999,12,05,15,51,58,29,0,,
151,23/01/1999,03,43,16,56,52,20,1,"24,091,811.02",
150,16/01/1999,50,44,12,55,52,54,0,,
149,09/01/1999,11,45,48,07,28,20,0,,
148,31/12/1998,32,55,59,41,58,35,0,,
147,24/12/1998,24,06,38,23,28,16,1,"3,805,750.38",
146,19/12/1998,51,34,25,60,42,32,0,,
145,12/12/1998,43,15,41,51,16,31,0,,
144,05/12/1998,08,32,44,36,45,55,1,"33,597,755.21",
143,28/11/1998,40,18,06,20,50,53,0,,
142,21/11/1998,20,59,19,54,15,08,0,,
141,14/11/1998,10,22,42,13,41,58,0,,
140,07/11/1998,55,31,46,44,41,07,0,,
139,31/10/1998,26,27,13,42,41,03,2,"3,902,486.14",
138,24/10/1998,41,14,37,05,40,27,0,,
137,17/10/1998,26,15,16,22,19,49,0,,
136,10/10/1998,17,25,45,38,01,59,0,,
135,03/10/1998,35,40,21,59,53,22,0,,
134,26/09/1998,60,32,25,36,52,04,0,,
133,19/09/1998,19,57,06,39,34,05,1,"30,533,241.12",
132,12/09/1998,44,35,50,41,09,07,0,,
131,05/09/1998,30,09,17,27,04,44,0,,
130,29/08/1998,13,42,38,49,53,29,0,,
129,22/08/1998,46,54,10,09,01,32,0,,
128,15/08/1998,23,43,03,21,09,18,0,,
127,08/08/1998,59,21,51,54,29,50,0,,
126,01/08/1998,32,28,06,10,11,40,0,,
125,25/07/1998,56,47,25,59,53,41,0,,
124,18/07/1998,52,05,34,57,15,41,1,"24,536,288.72",
123,11/07/1998,13,42,16,32,14,26,0,,
122,04/07/1998,20,43,39,11,53,17,0,,
121,27/06/1998,53,41,44,02,29,55,0,,
120,20/06/1998,46,45,16,40,27,03,0,,
119,13/06/1998,47,21,01,50,36,38,0,,
118,06/06/1998,22,57,37,09,25,56,0,,
117,30/05/1998,53,42,27,20,33,25,0,,
116,23/05/1998,36,42,32,05,13,51,0,,
115,16/05/1998,06,14,24,20,04,38,0,,
114,09/05/1998,47,54,18,06,12,37,0,,
113,02/05/1998,34,54,26,28,55,07,0,,
112,25/04/1998,37,43,34,20,12,42,1,"15,802,579.93",
111,18/04/1998,52,32,04,33,25,22,0,,
110,11/04/1998,57,58,18,31,43,52,0,,
109,04/04/1998,54,13,44,49,48,01,0,,
108,29/03/1998,60,29,34,24,21,59,0,,
107,22/03/1998,02,24,52,04,16,51,0,,
106,15/03/1998,24,16,38,05,39,35,0,,
105,08/03/1998,03,13,31,43,46,49,0,,
104,01/03/1998,13,01,38,21,52,04,0,,
103,22/02/1998,09,01,57,07,54,49,1,"696,984.24",
102,15/02/1998,44,42,37,56,19,20,1,"11,336,626.88",
101,08/02/1998,39,01,37,31,29,18,0,,
100,01/02/1998,46,48,30,14,29,51,0,,
99,25/01/1998,30,33,24,11,46,60,0,,
98,18/01/1998,43,33,14,31,35,13,0,,
97,11/01/1998,56,53,11,14,05,35,1,"727,932.66",
96,04/01/1998,04,42,58,26,07,40,1,"5,218,562.47",
95,28/12/1997,46,60,06,40,50,45,0,,
94,21/12/1997,28,51,55,18,52,08,0,,
93,14/12/1997,22,53,31,28,02,36,0,,
92,07/12/1997,05,23,51,03,01,24,0,,
91,30/11/1997,60,04,10,35,39,02,0,,
90,23/11/1997,21,26,40,54,09,52,1,"15,764,300.87",
89,16/11/1997,59,42,34,13,44,55,0,,
88,09/11/1997,45,37,29,04,43,18,0,,
87,02/11/1997,40,04,28,32,11,05,0,,
86,26/10/1997,54,21,06,34,36,22,0,,
85,19/10/1997,47,15,30,37,45,06,0,,
84,12/10/1997,10,34,04,06,25,40,0,,
83,05/10/1997,24,16,04,42,57,15,0,,
82,28/09/1997,51,36,53,29,18,15,1,"13,877,826.02",
81,21/09/1997,47,41,10,60,54,23,0,,
80,14/09/1997,51,40,37,23,48,28,0,,
79,07/09/1997,43,25,02,13,31,17,1,"6,770,601.75",
78,31/08/1997,22,32,46,12,25,31,0,,
77,24/08/1997,29,54,40,57,49,21,0,,
76,17/08/1997,33,18,23,08,17,53,0,,
75,10/08/1997,36,49,37,35,24,21,0,,
74,03/08/1997,02,24,34,50,38,37,0,,
73,27/07/1997,57,25,45,28,51,26,1,"21,026,575.40",
72,20/07/1997,19,48,43,01,34,44,0,,
71,13/07/1997,53,16,45,43,33,27,0,,
70,06/07/1997,40,17,23,43,27,58,0,,
69,29/06/1997,56,58,34,53,25,45,0,,
68,22/06/1997,53,13,03,01,12,59,0,,
67,15/06/1997,47,14,27,52,17,12,0,,
66,08/06/1997,15,26,12,33,48,13,0,,
65,01/06/1997,20,01,05,32,25,34,0,,
64,25/05/1997,08,54,50,60,23,12,0,,
63,18/05/1997,26,09,41,49,25,40,1,"13,680,019.57",
62,11/05/1997,52,13,06,24,08,31,0,,
61,04/05/1997,59,08,18,29,42,44,0,,
60,27/04/1997,38,14,21,15,03,20,0,,
59,20/04/1997,28,13,34,02,08,54,0,,
58,13/04/1997,30,49,27,37,12,44,1,"3,631,304.91",
57,06/04/1997,27,17,16,34,07,59,0,,
56,30/03/1997,51,35,59,07,20,02,0,,
55,23/03/1997,29,02,14,38,23,52,0,,
54,16/03/1997,05,21,09,56,18,36,2,"7,469,653.99",
53,09/03/1997,42,13,03,46,38,16,0,,
52,02/03/1997,58,15,59,30,38,46,0,,
51,23/02/1997,23,24,42,25,17,47,0,,
50,16/02/1997,57,44,21,16,58,06,0,,
49,09/02/1997,33,07,43,35,13,55,1,"8,405,156.76",
48,02/02/1997,47,05,34,28,02,50,0,,
47,26/01/1997,35,17,03,48,25,56,0,,
46,19/01/1997,32,46,01,60,24,23,0,,
45,12/01/1997,30,07,37,55,44,53,0,,
44,05/01/1997,47,38,18,14,29,44,0,,
43,29/12/1996,02,58,25,06,26,17,0,,
42,22/12/1996,24,36,19,33,07,11,0,,
41,15/12/1996,38,26,35,39,12,47,1,"17,019,238.50",
40,08/12/1996,03,12,46,05,47,08,0,,
39,01/12/1996,16,37,45,52,56,12,0,,
38,24/11/1996,55,42,10,43,45,54,0,,
37,17/11/1996,22,06,07,52,38,60,0,,
36,10/11/1996,13,03,51,17,29,25,0,,
35,03/11/1996,21,57,16,23,54,04,0,,
34,27/10/1996,15,13,57,53,40,17,0,,
33,20/10/1996,05,33,49,17,42,39,1,"13,997,410.74",
32,13/10/1996,43,33,14,36,05,44,0,,
31,06/10/1996,56,19,28,48,17,45,0,,
30,29/09/1996,38,50,07,29,15,14,0,,
29,22/09/1996,14,56,58,08,43,03,1,"5,401,793.60",
28,15/09/1996,60,06,22,03,24,54,0,,
27,08/09/1996,44,33,13,51,17,20,0,,
26,01/09/1996,50,53,57,10,58,22,0,,
25,25/08/1996,56,50,55,54,24,43,0,,
24,19/08/1996,01,08,14,28,33,43,1,"18,661,679.61",
23,12/08/1996,17,52,51,59,39,37,0,,
22,05/08/1996,09,38,56,01,31,46,0,,
21,29/07/1996,49,46,06,53,33,36,0,,
20,22/07/1996,25,28,30,33,51,11,0,,
19,15/07/1996,05,25,12,10,60,24,0,,
18,08/07/1996,37,36,56,27,42,23,0,,
17,01/07/1996,10,20,06,19,51,13,1,"6,789,869.08",
16,24/06/1996,60,58,49,32,20,34,0,,
15,17/06/1996,60,12,33,52,35,51,0,,
14,10/06/1996,16,02,27,47,23,53,0,,
13,03/06/1996,47,32,50,54,18,56,0,,
12,27/05/1996,20,27,43,16,19,04,0,,
11,20/05/1996,25,15,58,37,59,38,1,"15,591,365.07",
10,13/05/1996,25,04,18,57,21,38,0,,
9,06/05/1996,55,43,56,54,08,60,0,,
8,29/04/1996,53,17,38,04,47,37,0,,
7,22/04/1996,56,38,21,20,03,05,0,,
6,15/04/1996,19,40,07,13,22,47,0,,
5,08/04/1996,01,19,46,06,16,02,0,,
4,01/04/1996,06,59,42,27,01,05,0,,
3,25/03/1996,36,30,10,11,29,47,2,"391,192.51",
2,18/03/1996,09,39,37,49,43,41,1,"2,307,162.23",
1,11/03/1996,41,05,04,52,30,33,0,,
,,,,,,,,,,
